max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,target_file_size_multiplier,target_file_size_base,ops_per_sec,micros_per_op
3,8,1001329103,3,5,3,62495,13,8,18,5,63228919,135,7311.0
2,1,391608774,2,1,4,30289,6,9,24,7,90013955,135,7311.0
1,8,982893545,2,5,16,88262,3,31,24,7,53342118,135,7311.0
1,4,338635469,2,2,14,65601,2,2,9,3,48894434,135,7311.0
5,4,910094028,4,2,15,14676,5,18,7,2,106333987,135,7311.0
5,3,855581236,4,1,11,127439,2,6,28,8,101281253,135,7311.0
6,1,376700995,3,5,5,79658,9,9,22,7,37087382,135,7311.0
4,6,743731861,8,1,9,98099,10,21,18,4,71565374,135,7311.0
2,1,418260405,5,4,12,4508,11,26,2,7,34852580,135,7311.0
4,3,251580716,6,2,15,61643,16,25,9,5,81229069,135,7311.0
5,6,851739059,7,4,4,129229,5,10,12,4,92160935,135,7311.0
3,8,420790528,4,1,13,29769,15,26,12,1,113956399,135,7311.0
1,7,865519436,8,3,3,90453,4,14,17,4,74174381,135,7311.0
7,1,215548527,4,4,7,27832,7,23,29,8,40521630,135,7311.0
5,1,975747177,2,4,7,35184,14,11,21,3,94453968,135,7311.0
3,6,394562597,2,3,13,17877,12,5,12,5,68344804,135,7311.0
3,1,191021724,8,4,11,114660,15,22,27,4,37732612,135,7311.0
7,1,806034470,7,3,4,94683,13,21,22,3,98192624,135,7311.0
6,6,736297795,4,3,9,76441,4,15,25,8,61852493,135,7311.0
5,3,459244652,3,5,2,72474,16,15,23,1,48298560,135,7311.0
6,2,190431856,5,3,8,78544,15,3,30,8,101804278,135,7311.0
6,2,482404424,7,5,11,98673,12,2,25,1,93979802,135,7311.0
6,1,457490671,3,5,7,95312,13,5,9,4,82922977,135,7311.0
7,7,574806750,8,2,15,113322,2,4,10,5,116013922,135,7311.0
1,6,113926225,6,2,8,102964,13,27,9,8,132985304,135,7311.0
3,7,749663869,5,5,4,42928,13,22,2,2,97090032,135,7311.0
1,1,114171950,4,2,3,43034,15,10,30,6,63321646,135,7311.0
5,3,208131620,3,4,14,108156,6,8,27,1,134136560,135,7311.0
1,4,815328496,2,1,7,117823,10,15,22,8,121154965,135,7311.0
5,5,752640940,3,1,2,20028,9,24,16,1,70427644,135,7311.0
1,6,118935149,8,1,2,32125,4,32,26,1,133153702,135,7311.0
4,7,1072312702,3,5,5,55348,16,14,19,5,58448370,135,7311.0
3,5,742104832,8,1,14,10683,12,10,3,4,134201717,135,7311.0
7,4,934443796,2,3,14,80007,2,3,28,2,101154185,135,7311.0
3,3,489486082,7,5,15,16058,7,32,10,6,62159776,135,7311.0
3,7,295373681,3,4,11,44990,5,19,21,2,87661753,135,7311.0
3,3,1049724581,7,1,5,90748,3,26,23,3,54511614,135,7311.0
8,6,422649366,6,1,12,21992,15,23,32,3,81237628,135,7311.0
5,7,383532527,7,3,10,12307,8,25,19,2,34533430,135,7311.0
1,3,923445290,3,4,5,30610,5,5,21,8,111890526,135,7311.0
5,6,189458077,6,5,8,32723,4,17,22,2,110955354,135,7311.0
4,6,461197541,4,3,12,68642,13,27,21,2,113291146,135,7311.0
7,5,123265741,2,3,16,35087,13,12,3,4,95347192,135,7311.0
1,6,492976372,3,4,15,116281,3,9,28,4,52558021,135,7311.0
5,6,119302371,2,2,8,27898,16,32,14,5,108094796,135,7311.0
8,8,570192443,5,5,5,130974,8,27,20,4,132770520,135,7311.0
4,5,293381959,8,5,2,63832,7,31,13,5,81963832,135,7311.0
4,8,606178760,6,1,4,21017,16,4,26,6,57261300,135,7311.0
2,7,175469621,7,5,8,80291,3,16,7,8,119877417,135,7311.0
4,6,619210628,3,5,3,7576,15,8,13,2,78843272,135,7311.0
3,3,960253667,4,4,2,30325,3,26,27,5,65261055,135,7311.0
5,2,529876356,6,3,10,113542,15,28,19,5,131489637,135,7311.0
8,2,635742806,5,3,11,81173,10,32,25,6,124998508,135,7311.0
5,5,796057356,7,5,8,87232,9,4,21,8,105588292,135,7311.0
4,3,997637054,6,5,8,86006,11,32,31,2,42582886,135,7311.0
7,7,144764854,6,2,13,60192,12,21,21,3,83820041,135,7311.0
2,8,678338710,2,3,16,48920,11,8,15,4,91573854,135,7311.0
6,4,789832807,7,3,12,23317,14,30,9,2,130375024,135,7311.0
8,1,283879553,6,1,16,76313,15,5,29,1,65276693,135,7311.0
1,4,453530082,2,4,2,71588,12,9,11,7,45643367,135,7311.0
6,7,845808124,8,3,14,128511,16,15,7,3,73819538,135,7311.0
2,3,73524652,5,3,4,130681,8,15,28,7,108365742,135,7311.0
8,4,589322403,2,1,7,63466,15,32,31,4,126455244,135,7311.0
4,8,548161017,8,3,13,48851,8,2,22,8,92405310,135,7311.0
4,3,397882255,4,2,12,103069,3,4,2,1,80419008,135,7311.0
8,5,416980052,5,3,12,94995,5,17,27,2,96674333,135,7311.0
8,4,379166481,5,1,11,52212,15,14,31,4,51453933,135,7311.0
8,6,600424946,4,1,16,110385,10,6,13,7,72180229,135,7311.0
2,1,312113019,2,1,6,46821,9,12,20,7,35927418,135,7311.0
6,6,45093426,8,2,12,89186,13,27,24,2,55662532,135,7311.0
3,5,767778980,5,3,14,119306,15,10,31,1,131926144,135,7311.0
5,5,71828180,2,1,4,96734,8,8,7,7,126188909,135,7311.0
7,3,611460813,3,1,15,81361,16,11,28,8,66718354,135,7311.0
2,6,311076518,6,1,12,115096,12,23,32,4,124235994,135,7311.0
2,6,28669066,2,1,6,63958,16,6,29,6,42231583,135,7311.0
2,5,437592127,5,4,10,50046,16,3,29,6,40678578,135,7311.0
8,6,254711078,3,5,13,90441,11,32,31,2,43147850,135,7311.0
7,3,387414241,5,3,5,116114,12,28,17,3,133491415,135,7311.0
3,8,117607746,6,1,11,53300,11,14,3,3,72231395,135,7311.0
3,7,990023542,7,2,8,64705,16,25,15,8,99695592,135,7311.0
4,4,1016311618,4,4,15,117031,12,15,18,1,95968560,135,7311.0
1,1,875400068,2,2,5,80969,15,6,12,4,58479526,135,7311.0
7,8,866843549,6,5,15,129586,9,23,13,7,61624699,135,7311.0
2,6,395931074,8,4,5,98635,12,8,10,8,54717620,135,7311.0
2,8,734341353,4,5,3,77488,8,22,31,1,53041427,135,7311.0
4,7,916806787,7,3,9,79266,12,25,14,6,72542071,135,7311.0
7,5,653132125,6,1,16,29542,6,20,18,7,112070728,135,7311.0
2,1,138168770,4,1,8,76918,7,30,7,1,125137718,135,7311.0
3,4,683873680,3,5,14,19583,8,10,9,5,69764298,135,7311.0
5,4,783315166,7,3,9,108391,8,8,24,3,128366218,135,7311.0
4,2,470241649,5,4,14,77602,2,21,19,6,95039034,135,7311.0
2,7,838914617,7,4,6,28120,9,16,8,7,84655360,135,7311.0
4,1,491580048,3,1,12,81356,16,11,20,2,63174930,135,7311.0
3,3,454047052,8,2,15,61288,5,2,26,5,97431150,135,7311.0
6,5,516757211,6,4,8,9442,11,12,7,5,72509420,135,7311.0
8,1,117206261,2,1,12,28218,14,24,15,5,55999348,135,7311.0
4,2,109674395,3,2,14,49981,16,31,29,6,60976563,135,7311.0
3,1,1013570956,5,1,5,87217,12,14,25,5,36435961,135,7311.0
4,1,434510064,8,4,5,120709,5,20,32,1,115887100,135,7311.0
4,7,288770206,3,3,6,127590,2,32,4,6,106158925,135,7311.0
1,6,432945054,6,1,6,50029,15,2,31,4,38816186,135,7311.0
3,7,612115352,7,5,4,103423,14,29,31,5,92674040,135,7311.0
8,2,943911214,5,4,6,77937,10,29,21,3,123217325,135,7311.0
5,2,999343880,5,3,6,39115,7,8,24,2,89591764,135,7311.0
1,8,43962980,7,4,15,13491,16,32,8,8,104998163,135,7311.0
6,3,17928561,5,4,4,38886,15,2,14,4,117656579,135,7311.0
5,8,132567753,8,4,13,24142,15,3,17,3,43144607,135,7311.0
2,7,519770909,3,4,8,63855,6,12,22,7,65953935,135,7311.0
6,2,171521903,6,3,14,10780,4,13,18,2,84300355,135,7311.0
3,6,561822392,6,5,6,52911,2,17,14,8,131736592,135,7311.0
4,5,1054544775,4,3,11,32929,14,10,17,8,90267088,135,7311.0
6,6,767313722,2,4,13,80108,6,10,16,3,110355239,135,7311.0
2,3,160882679,8,5,4,47352,4,2,23,5,127726683,135,7311.0
5,1,226366020,7,4,3,72547,16,10,19,2,71728881,135,7311.0
5,8,544648720,8,3,8,7427,5,19,18,4,130982868,135,7311.0
8,1,829750549,8,4,12,78575,4,24,2,1,98834776,135,7311.0
3,6,65768737,6,1,14,17511,4,17,13,4,54236830,135,7311.0
3,1,138225762,6,4,6,11766,8,25,27,7,120832082,135,7311.0
1,6,1029438519,7,1,5,127585,4,8,31,8,43186139,135,7311.0
8,2,974038345,5,5,3,108126,8,18,5,4,72333115,135,7311.0
7,7,634742614,6,3,7,82906,15,24,12,2,128908256,135,7311.0
6,5,560574609,4,1,5,80278,13,8,21,8,84324954,135,7311.0
4,7,416063771,2,2,13,13654,6,13,25,8,56941117,135,7311.0
8,8,23953422,8,4,6,8051,5,32,29,1,106900935,135,7311.0
1,6,319106211,2,1,9,74680,3,7,16,4,69700745,135,7311.0
1,6,905296523,7,5,10,64836,10,7,20,4,124888966,135,7311.0
1,2,1027236496,5,4,14,61740,3,22,26,8,68846039,135,7311.0
2,8,276332777,2,3,6,123573,15,16,27,3,49379091,135,7311.0
5,5,535245029,3,2,16,11569,7,7,4,6,37097929,135,7311.0
2,2,948107619,5,2,7,45210,9,26,18,6,66257637,135,7311.0
6,8,1050170719,7,1,15,130165,11,32,3,5,133766094,135,7311.0
4,7,315353103,2,5,15,57781,5,6,2,2,112397621,135,7311.0
1,1,154027830,8,5,4,14268,11,12,24,6,51625248,135,7311.0
6,4,990070147,3,3,13,31544,5,5,29,8,86325958,135,7311.0
4,6,206080524,3,2,4,32374,13,29,7,5,114843058,135,7311.0
1,5,452316254,7,3,5,98166,6,3,29,8,44928277,135,7311.0
5,5,947169392,5,2,3,101119,8,26,31,1,43448356,135,7311.0
4,7,503477522,4,5,7,34584,11,20,22,6,84781569,135,7311.0
4,4,547175814,2,2,11,55653,10,12,20,8,72562771,135,7311.0
6,5,650061205,8,5,2,48018,15,6,2,3,105915510,135,7311.0
2,1,351573258,5,1,7,75119,14,8,24,5,51177484,135,7311.0
6,2,653311948,8,2,13,76118,2,10,27,2,119044035,135,7311.0
5,1,830850126,6,4,12,123840,5,5,21,4,127850578,135,7311.0
8,2,239548075,8,3,10,30120,14,19,14,4,65183842,135,7311.0
1,4,569667636,8,5,3,26136,2,26,4,4,86030253,135,7311.0
3,1,680521664,2,2,7,120880,12,30,22,8,132058855,135,7311.0
3,3,154146423,2,1,11,9646,10,13,21,6,116967536,135,7311.0
5,7,815173870,7,3,16,61463,11,27,22,1,97347460,135,7311.0
6,1,242558734,4,3,9,35177,6,31,6,1,92814669,135,7311.0
2,4,761698724,6,2,16,66403,10,7,22,4,90566478,135,7311.0
4,2,146750077,2,4,8,81055,16,15,5,8,51287906,135,7311.0
1,3,592949060,8,4,8,123533,11,18,32,2,89627324,135,7311.0
1,5,899165473,7,4,9,124579,4,8,4,7,82749258,135,7311.0
4,7,623697339,3,4,3,106398,10,5,26,3,110104168,135,7311.0
8,8,979196526,7,3,5,6613,15,9,19,6,107160096,135,7311.0
8,1,268064809,2,5,15,73939,9,13,20,7,52390623,135,7311.0
8,6,283656926,2,3,5,117112,2,14,29,3,42658699,135,7311.0
2,8,966258911,6,5,11,25009,5,12,13,6,60279138,135,7311.0
2,3,98222479,6,1,13,86298,8,18,6,5,102826114,135,7311.0
1,5,444892807,7,4,11,16174,8,24,9,5,104081212,135,7311.0
6,7,1020649881,4,5,6,30181,14,8,31,7,122806011,135,7311.0
4,1,486272886,7,2,14,119908,3,26,28,6,50642910,135,7311.0
4,4,923759859,7,3,14,51584,5,13,23,1,113949056,135,7311.0
5,3,564281038,6,4,10,43637,13,5,6,7,54649819,135,7311.0
8,1,147902424,7,1,14,51308,4,14,2,4,112631786,135,7311.0
8,5,803186288,3,5,7,58765,12,29,13,2,36486561,135,7311.0
4,7,929987346,4,4,6,77347,5,8,11,4,91060750,135,7311.0
7,3,676702063,8,5,10,55778,8,22,16,6,36109930,135,7311.0
6,8,235734624,6,1,15,39036,14,26,25,1,131435333,135,7311.0
7,3,204737924,5,2,3,24145,6,27,32,5,129382737,135,7311.0
8,2,324449187,8,3,8,113958,3,13,28,5,38541577,135,7311.0
8,1,881056214,2,5,15,120683,11,25,2,5,116790071,135,7311.0
8,6,991234277,6,5,9,100062,8,15,30,5,115846471,135,7311.0
5,7,986052015,7,4,2,62552,8,29,7,4,123566700,135,7311.0
8,2,1070065747,3,5,12,73874,13,8,2,3,85916042,135,7311.0
7,8,350367762,7,4,12,40314,11,31,13,8,35126412,135,7311.0
5,4,1042504511,4,1,16,96204,8,25,17,6,123534927,135,7311.0
3,2,119429207,6,5,3,4235,5,27,12,1,127327792,135,7311.0
5,7,62214681,4,3,13,58438,7,4,28,1,113211736,135,7311.0
1,5,581233955,7,4,7,97070,14,30,30,5,69964853,135,7311.0
2,6,1003912766,5,5,2,54135,10,29,20,7,110547538,135,7311.0
1,6,105479884,6,2,9,36087,16,23,13,7,36252469,135,7311.0
1,7,840542570,3,4,11,89845,14,30,14,8,54608176,135,7311.0
6,4,935517009,8,3,15,90758,3,18,9,6,88531399,135,7311.0
3,1,783657943,7,4,2,86476,11,7,4,8,98062876,135,7311.0
2,4,303951914,6,1,2,117361,3,28,2,1,66744216,135,7311.0
7,4,176153512,2,3,5,127629,3,14,19,3,84371580,135,7311.0
6,3,784088652,5,2,4,37345,14,12,15,6,52008899,135,7311.0
4,5,300452475,2,2,11,76756,7,30,8,1,99447242,135,7311.0
5,2,233580753,4,1,7,42596,5,24,3,5,37417250,135,7311.0
2,3,881486287,2,2,4,86704,3,22,25,8,114627159,135,7311.0
6,2,511531811,3,2,5,64061,10,6,6,8,101699052,135,7311.0
3,7,599949974,8,2,14,7763,13,4,11,4,79845746,135,7311.0
6,3,652925405,4,4,12,65809,15,15,7,8,44663765,135,7311.0
7,8,284855811,8,5,10,108530,13,13,32,1,128894606,135,7311.0
2,6,757453515,3,1,7,50000,13,28,5,2,64531012,135,7311.0
7,8,819247238,3,1,5,21845,11,10,3,8,93920853,135,7311.0
3,2,997222190,2,5,8,58404,8,17,6,1,56269531,135,7311.0
2,5,792601576,7,4,13,66114,8,29,27,5,88066706,135,7311.0
5,4,669287399,3,3,6,61196,5,30,3,2,92371669,135,7311.0
8,7,244979019,7,3,13,103267,15,32,21,4,80999935,135,7311.0
8,1,253528031,7,1,10,28414,6,24,10,6,94956810,135,7311.0
4,4,220121385,8,3,12,7276,12,14,24,8,132734713,135,7311.0
8,6,783086863,4,3,6,106973,9,4,23,4,48378251,135,7311.0
4,5,612191207,6,4,10,73885,13,32,26,2,126062197,135,7311.0
3,6,916953830,8,1,4,65671,6,5,18,1,57127456,135,7311.0
2,7,291022250,6,5,5,28684,6,29,29,6,38133086,135,7311.0
5,2,509121797,4,4,16,17590,7,24,20,5,43550274,135,7311.0
4,2,476513987,7,2,14,72459,11,29,23,2,73693287,135,7311.0
7,2,140551468,3,4,7,41310,4,26,8,1,91888195,135,7311.0
6,7,396472474,6,1,15,105897,15,11,21,2,54277710,135,7311.0
5,1,248915153,4,2,4,107402,10,14,17,1,55567003,135,7311.0
6,8,599281088,2,4,2,106104,11,26,9,5,46159804,135,7311.0
7,3,283413730,6,5,8,58672,10,5,16,7,130004184,135,7311.0
3,1,57201068,6,3,8,128723,4,29,27,5,108984120,135,7311.0
4,2,971957490,6,4,13,89544,2,29,6,2,112788347,135,7311.0
1,5,1018986192,7,1,10,128622,4,19,6,8,132399635,135,7311.0
5,8,500010228,5,1,8,111615,10,6,20,6,125521625,135,7311.0
6,4,15986390,4,5,10,10766,12,27,16,6,133144872,135,7311.0
2,5,575891869,7,4,5,112118,4,15,18,6,101959140,135,7311.0
4,6,980811178,3,5,7,54092,12,4,20,3,109142247,135,7311.0
8,8,142551591,4,1,2,59826,9,22,7,7,61389633,135,7311.0
7,8,512413032,8,1,7,76301,2,22,30,3,97325885,135,7311.0
2,6,631069179,7,3,12,21180,10,10,3,6,69385450,135,7311.0
2,6,346142266,6,5,14,63032,7,20,12,4,98164464,135,7311.0
5,6,492324413,4,1,4,7438,12,20,22,7,114117462,135,7311.0
7,2,313960157,5,2,11,78005,13,28,16,6,92611517,135,7311.0
7,4,602606728,8,3,15,64322,7,4,22,1,99011328,135,7311.0
2,7,591997392,5,1,10,41043,5,19,9,1,131960685,135,7311.0
4,1,367429058,2,3,10,9010,5,32,16,3,43611209,135,7311.0
1,5,304286778,2,1,16,120786,10,28,20,4,39378883,135,7311.0
7,8,588506233,5,3,9,11666,11,12,3,2,72578720,135,7311.0
5,6,57555652,2,1,9,105431,7,30,15,6,80465813,135,7311.0
8,7,431047393,2,2,11,122011,6,26,22,7,55423908,135,7311.0
4,7,596678284,3,5,4,103343,12,3,11,3,38784507,135,7311.0
7,6,845019822,4,2,9,30187,15,8,23,6,92207143,135,7311.0
7,5,929930039,7,5,11,93799,4,13,11,8,123802755,135,7311.0
2,4,163688520,4,2,6,45481,4,3,32,6,88300356,135,7311.0
5,3,579972274,3,5,14,51689,16,6,3,2,113227051,135,7311.0
2,4,51757180,2,1,13,29241,10,30,5,2,127884193,135,7311.0
6,6,221284249,8,4,13,98314,12,19,15,4,123500115,135,7311.0
3,8,145621763,8,2,11,14058,12,25,17,7,53275675,135,7311.0
5,2,31447572,8,5,12,95610,14,15,30,7,119718418,135,7311.0
8,6,121912186,5,2,10,91685,9,8,11,6,117618560,135,7311.0
3,7,474233404,4,3,15,56338,13,2,12,6,107801689,135,7311.0
4,4,188757643,6,1,2,57162,6,28,12,3,77717986,135,7311.0
8,2,138359214,4,5,16,23462,11,30,14,5,69014480,135,7311.0
8,3,447448026,7,2,13,125791,5,31,32,8,127262040,135,7311.0
6,4,758851306,2,1,8,90444,2,8,8,1,45693836,135,7311.0
8,7,678877923,2,3,9,121331,3,30,24,6,125858868,135,7311.0
5,5,15709241,6,3,5,118879,5,24,5,2,56576354,135,7311.0
4,2,93002893,5,1,8,22698,14,29,32,6,126583661,135,7311.0
6,1,844380163,4,4,5,83849,14,12,20,8,90438248,135,7311.0
1,5,841908467,3,3,4,49909,2,30,11,7,99365866,135,7311.0
8,4,179151256,8,3,7,107143,2,13,3,4,37681582,135,7311.0
2,2,879062511,5,3,6,104070,16,16,2,2,98590826,135,7311.0
2,5,370658854,8,4,5,63348,2,30,23,2,104762681,135,7311.0
2,2,930905344,4,3,15,130328,16,27,32,6,55854154,135,7311.0
2,5,377485183,8,2,13,76480,12,12,8,1,117656043,135,7311.0
5,8,281717588,6,1,7,127447,3,24,4,8,100900172,135,7311.0
6,8,194532509,7,4,5,69329,8,25,27,4,61095570,135,7311.0
8,2,421329141,4,4,5,125160,2,14,16,3,96882323,135,7311.0
8,7,145853176,6,5,3,86873,6,24,25,2,96831826,135,7311.0
2,3,1032903032,5,1,2,32370,16,13,32,5,86061533,135,7311.0
4,3,933565238,3,5,7,75800,3,6,13,2,106301737,135,7311.0
6,7,712091444,5,3,3,57708,12,20,23,1,42738491,135,7311.0
5,4,606656554,2,1,12,119323,16,23,22,2,34465131,135,7311.0
2,7,364353126,8,1,3,103452,5,3,2,2,123780773,135,7311.0
7,7,1055601701,4,5,5,88565,12,27,15,7,63083183,135,7311.0
3,4,590997418,8,2,7,21294,12,25,28,4,74647003,135,7311.0
8,8,753041039,6,2,5,50213,2,7,2,1,105984298,135,7311.0
1,1,1033283813,2,2,10,85209,3,9,18,5,93653843,135,7311.0
2,7,453326616,3,1,10,117289,11,12,2,2,126305732,135,7311.0
4,6,438859659,2,2,14,30546,10,25,30,5,93618193,135,7311.0
7,2,974030387,3,2,3,112780,15,25,11,8,90003254,135,7311.0
4,6,547930440,3,3,10,48298,9,27,21,7,97831275,135,7311.0
8,3,562461003,8,2,6,14243,4,21,27,6,58894646,135,7311.0
1,6,451636083,8,3,14,126475,11,32,20,3,89153175,135,7311.0
1,3,1003907267,3,2,7,97340,2,8,24,6,83997712,135,7311.0
3,3,488583850,6,1,10,37593,9,14,4,1,95411341,135,7311.0
8,6,18642913,2,5,16,112250,13,30,14,6,82850238,135,7311.0
7,4,532113111,3,5,5,49139,2,25,27,1,88443442,135,7311.0
4,7,193494957,2,3,12,119549,10,28,26,6,133631923,135,7311.0
7,1,626472367,3,3,12,130357,14,21,14,5,44723475,135,7311.0
7,2,244637980,4,3,3,120444,10,20,17,6,49846135,135,7311.0
3,3,213869785,8,3,6,85152,13,12,10,2,34854095,135,7311.0
6,2,893817159,7,3,13,4684,9,12,20,4,51641158,135,7311.0
4,3,162017938,8,1,9,16321,11,4,6,1,39400504,135,7311.0
5,6,798696115,4,5,6,63546,3,18,15,4,122021788,135,7311.0
4,1,563741916,5,5,13,127155,10,16,9,6,100992979,135,7311.0
8,8,527411255,4,2,4,79272,15,3,28,2,108559401,135,7311.0
5,1,833441910,7,2,3,30148,6,24,19,4,47792729,135,7311.0
4,7,502728427,3,3,12,44387,13,4,32,6,109806631,135,7311.0
6,8,534711673,8,5,11,77534,14,7,28,2,68766046,135,7311.0
7,6,924238265,6,3,9,54909,5,10,22,7,106166569,135,7311.0
4,4,715785158,2,3,14,83595,7,31,7,5,75727031,135,7311.0
2,4,788281567,8,1,13,103386,6,16,2,6,120314232,135,7311.0
7,3,16564095,5,1,15,104611,16,13,21,7,93585239,135,7311.0
1,5,1016550295,5,2,6,25504,9,19,18,5,97629219,135,7311.0
3,4,701323207,4,2,2,38728,5,31,13,5,95163247,135,7311.0
6,2,192806457,4,3,11,108007,5,23,29,8,119075529,135,7311.0
6,1,657624484,6,2,4,109091,6,31,26,1,122430449,135,7311.0
2,7,368988518,4,2,15,29521,11,29,15,1,35855652,135,7311.0
3,7,658692338,3,4,6,66477,16,30,24,4,50969417,135,7311.0
8,8,362460588,8,4,4,10198,4,10,3,2,126488851,135,7311.0
3,8,872397960,7,3,9,52647,2,15,28,7,83207904,135,7311.0
7,3,473606067,4,5,13,61418,5,13,20,2,106347681,135,7311.0
4,7,109953111,3,4,11,104696,8,26,13,1,44828244,135,7311.0
2,7,721935356,6,2,11,29747,4,8,22,3,84464326,135,7311.0
7,4,818884780,7,2,4,31376,15,4,20,8,119503074,135,7311.0
1,4,847751457,6,2,11,68062,14,27,29,5,38850919,135,7311.0
2,1,762513515,5,2,13,28306,15,9,8,6,105656060,135,7311.0
8,8,704714466,3,4,15,129328,3,25,26,4,115170213,135,7311.0
8,8,1017652693,4,1,12,16707,11,17,15,3,37164095,135,7311.0
5,6,659422806,5,4,16,71574,5,31,18,5,41127499,135,7311.0
8,3,564566565,8,5,10,48370,4,9,17,8,121976598,135,7311.0
2,5,563427101,3,5,7,33715,7,25,22,6,75587874,135,7311.0
8,4,972531211,7,3,16,76184,8,7,9,7,121898147,135,7311.0
8,2,265548162,2,3,16,64711,13,14,8,6,117059419,135,7311.0
1,6,32246264,3,2,7,80487,7,15,20,8,60947271,135,7311.0
8,3,610144357,4,2,11,86992,12,9,31,5,49009018,135,7311.0
8,4,426860384,7,4,11,93538,12,3,32,5,43549614,135,7311.0
4,7,29889491,6,3,7,23124,6,19,23,7,101416637,135,7311.0
3,8,910992710,4,2,4,38609,11,31,26,2,102167565,135,7311.0
7,4,881747718,4,5,8,25735,15,17,22,1,128596861,135,7311.0
8,1,823342264,7,3,3,37611,2,6,2,8,93306470,135,7311.0
1,3,525650020,6,4,14,92412,5,19,21,1,118716299,135,7311.0
3,3,308472600,8,2,9,38314,8,26,21,4,72038951,135,7311.0
6,8,935343587,5,1,11,66875,15,11,13,8,77627811,135,7311.0
7,2,951032122,6,5,10,23059,4,17,10,4,84290555,135,7311.0
5,3,91029330,6,1,6,75752,12,22,5,1,37677253,135,7311.0
3,8,486167652,2,3,5,75348,7,31,10,8,125123566,135,7311.0
4,7,159433035,7,2,9,101647,8,3,25,8,37472974,135,7311.0
7,6,162772833,6,4,9,30437,7,14,6,8,38873649,135,7311.0
5,1,935215512,4,2,7,106593,9,31,21,7,70597724,135,7311.0
3,8,1047069604,4,1,4,67606,9,15,27,2,49077233,135,7311.0
2,4,669832292,3,4,14,126398,11,4,32,8,120004353,135,7311.0
3,5,719857831,3,3,7,24489,12,6,6,7,47711930,135,7311.0
5,2,480526027,8,4,12,108999,13,15,23,8,107249850,135,7311.0
6,3,796858674,2,2,12,70284,15,17,22,5,36685125,135,7311.0
8,4,722080039,4,4,9,18552,16,12,5,4,33648598,135,7311.0
7,7,481681030,7,1,3,74868,14,5,9,2,49759912,135,7311.0
7,8,401330790,7,3,6,81952,9,27,24,2,54116094,135,7311.0
3,5,985610731,7,5,7,39005,12,9,32,2,127670671,135,7311.0
3,6,636306604,8,2,9,104240,13,6,24,1,124779961,135,7311.0
7,8,467699802,5,4,7,92252,8,2,14,1,45337446,135,7311.0
7,7,236630760,8,2,5,36339,13,18,23,6,88495081,135,7311.0
5,2,225643013,2,4,9,69554,5,8,2,1,46657452,135,7311.0
5,8,875996686,5,2,16,17866,11,27,10,1,64475193,135,7311.0
6,1,800933230,3,1,5,20591,12,28,29,6,91417941,135,7311.0
2,6,666926383,6,5,14,14036,12,12,19,2,105658622,135,7311.0
2,2,779334375,7,3,12,53938,13,16,25,7,87924066,135,7311.0
6,8,135899119,5,3,13,126244,10,16,24,1,39182267,135,7311.0
7,8,580391322,2,3,4,6791,10,22,28,2,122248640,135,7311.0
7,3,1036568106,5,1,5,82391,4,9,13,6,108622769,135,7311.0
5,8,903525034,8,4,12,120177,12,17,7,8,42490014,135,7311.0
8,2,926451241,5,5,16,97899,12,4,27,2,61160229,135,7311.0
1,7,440918024,3,5,14,66230,10,26,20,2,99400831,135,7311.0
7,4,737487422,4,1,5,51986,6,28,11,7,53515044,135,7311.0
2,3,813492868,7,3,16,35149,2,6,27,4,126771519,135,7311.0
1,6,666606851,5,4,6,130323,7,28,9,2,79111516,135,7311.0
4,6,753026640,2,3,8,75209,11,9,27,8,65672510,135,7311.0
1,1,579007688,3,1,15,26560,3,13,27,5,40582180,135,7311.0
4,7,683012168,2,4,10,14097,9,24,26,6,89883379,135,7311.0
8,5,812127075,7,5,13,84604,12,29,14,8,75939070,135,7311.0
7,3,583956968,8,5,14,58812,11,25,7,1,35077168,135,7311.0
8,5,789656583,5,3,9,59544,14,7,19,4,78072451,135,7311.0
7,4,214986530,4,1,15,66609,12,15,27,6,86927591,135,7311.0
5,2,723189125,3,5,11,49061,3,29,9,1,109094669,135,7311.0
2,3,873824181,3,1,14,61227,5,7,29,1,71121979,135,7311.0
4,4,649767776,3,3,11,114629,10,15,9,5,116056565,135,7311.0
5,2,595593223,5,1,10,67201,8,18,22,4,58737077,135,7311.0
4,2,565450679,2,5,16,105652,11,25,16,1,48830992,135,7311.0
1,5,62696926,7,1,14,122586,9,5,14,1,111829681,135,7311.0
2,2,912014944,3,4,14,106790,2,24,23,6,49663854,135,7311.0
1,8,822529578,2,4,10,25125,7,27,5,7,106534166,135,7311.0
1,4,986446201,2,4,3,19457,13,27,20,5,113944815,135,7311.0
7,5,575022605,7,3,6,85486,4,5,7,3,97131581,135,7311.0
2,4,1001489432,4,1,14,7786,11,28,28,6,111533223,135,7311.0
4,8,370681949,8,3,9,16933,8,6,25,2,97887073,135,7311.0
7,3,857581601,5,1,6,126628,5,23,22,4,112916833,135,7311.0
2,5,334651825,8,5,13,112231,8,31,14,5,126675984,135,7311.0
4,5,763608008,6,5,2,102037,7,17,32,3,43263239,135,7311.0
8,5,281214298,4,2,8,7808,3,8,24,1,131583291,135,7311.0
